schema_version,catalog,record_type,n_kits,param,weighting,metric,estimate,p05,p50,p95,units,notes,cost_scenario
1.1,,cost_component_musd,,licensing_fcc_annual,,cost,0.012215,0.000000,0.012215,0.000000,MUSD/yr,"FCC annual regulatory fee NGSO Small Satellite category FY2024: 12215 USD per license/call sign (Federal Register FY2024 fee assessment; FCC 25-31); category explicitly includes On-Orbit Servicing (OOS) and Rendezvous and Proximity Operations (RPO) -- the ADSC servicer class. Single published figure flat across low/mid/high. [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,kit_unit_scaled_9t,,cost,0.100000,0.000000,0.100000,0.000000,MUSD/unit,"9-t-class installer deorbit kit; no citable product exists at this scale. Extrapolated from Terminator Tape (50000-75000 USD/unit CubeSat-scale lower-bound analog flight-proven) and dragNET (2.8 kg module mass/design cited no public unit price) up to a custom EDT/sail plus attach interface for a multi-tonne derelict; upper bound is engineering judgment. [training-data extrapolation]",low
1.1,,cost_component_musd,,kit_unit_scaled_9t,,cost,0.500000,0.000000,0.500000,0.000000,MUSD/unit,"9-t-class installer deorbit kit; no citable product exists at this scale. Extrapolated from Terminator Tape (50000-75000 USD/unit CubeSat-scale lower-bound analog flight-proven) and dragNET (2.8 kg module mass/design cited no public unit price) up to a custom EDT/sail plus attach interface for a multi-tonne derelict; upper bound is engineering judgment. [training-data extrapolation]",mid
1.1,,cost_component_musd,,kit_unit_scaled_9t,,cost,2.000000,0.000000,2.000000,0.000000,MUSD/unit,"9-t-class installer deorbit kit; no citable product exists at this scale. Extrapolated from Terminator Tape (50000-75000 USD/unit CubeSat-scale lower-bound analog flight-proven) and dragNET (2.8 kg module mass/design cited no public unit price) up to a custom EDT/sail plus attach interface for a multi-tonne derelict; upper bound is engineering judgment. [training-data extrapolation]",high
1.1,,cost_component_musd,,contingency_reserve_pct,,cost,20.000000,0.000000,20.000000,0.000000,% of cost,"Standard NASA development-phase cost-reserve guideline for Class C/D smallsat missions (NASA Cost Estimating Handbook v4.0; NASA reserves lesson 1780; NASA TMC Class C/D expectations); applied to the pre-reserve campaign cost in the campaign_cost_musd_with_reserves row. [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,contingency_reserve_pct,,cost,25.000000,0.000000,25.000000,0.000000,% of cost,"Standard NASA development-phase cost-reserve guideline for Class C/D smallsat missions (NASA Cost Estimating Handbook v4.0; NASA reserves lesson 1780; NASA TMC Class C/D expectations); applied to the pre-reserve campaign cost in the campaign_cost_musd_with_reserves row. [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,contingency_reserve_pct,,cost,30.000000,0.000000,30.000000,0.000000,% of cost,"Standard NASA development-phase cost-reserve guideline for Class C/D smallsat missions (NASA Cost Estimating Handbook v4.0; NASA reserves lesson 1780; NASA TMC Class C/D expectations); applied to the pre-reserve campaign cost in the campaign_cost_musd_with_reserves row. [web-verified 2026-07-11]",high
1.1,,currency_anchor_derived,4,,,anchor_musd_per_cu,0.062781,0.000000,0.062781,0.000000,musd_per_cu,"anchor_musd_per_cu[low] = core_5_component / C_campaign_CU_p50; core = development(8.0000) + manufacturing_bus_unit(1.5000) + kit_unit_scaled_9t*4kits(0.4000) + C_launch_core(0.3500) + operations_3yr(1.0000) = 11.250000 MUSD; C_campaign_CU_p50(catalog=SL-16 / Zenit-2 second stage;baseline N=4)=179.195140 CU; anchor=0.062781 MUSD/CU. C_launch_core[low]=0.3500 MUSD (low=rideshare card low, mid=rideshare upper/heavier buy, high=dedicated Electron -- launch_dedicated_anchor feeds this high bound, width preserved not narrowed, B3). ONLY these 5 CU-mapped components are in the anchor core (Sec.10 Method, B2): ground_segment_3yr, licensing_fcc_application, licensing_fcc_annual*3yr and ssa_tracking (PLACEHOLDER) are ADDITIVE, outside the core (see campaign_cost_musd additives/base_total rows); insurance_launch_plus_1yr_pct and contingency_reserve_pct apply only in campaign_cost_musd[with_reserves]",low
1.1,,currency_anchor_derived,4,,,anchor_musd_per_cu,0.154580,0.000000,0.154580,0.000000,musd_per_cu,"anchor_musd_per_cu[mid] = core_5_component / C_campaign_CU_p50; core = development(20.0000) + manufacturing_bus_unit(3.0000) + kit_unit_scaled_9t*4kits(2.0000) + C_launch_core(0.7000) + operations_3yr(2.0000) = 27.700000 MUSD; C_campaign_CU_p50(catalog=SL-16 / Zenit-2 second stage;baseline N=4)=179.195140 CU; anchor=0.154580 MUSD/CU. C_launch_core[mid]=0.7000 MUSD (low=rideshare card low, mid=rideshare upper/heavier buy, high=dedicated Electron -- launch_dedicated_anchor feeds this high bound, width preserved not narrowed, B3). ONLY these 5 CU-mapped components are in the anchor core (Sec.10 Method, B2): ground_segment_3yr, licensing_fcc_application, licensing_fcc_annual*3yr and ssa_tracking (PLACEHOLDER) are ADDITIVE, outside the core (see campaign_cost_musd additives/base_total rows); insurance_launch_plus_1yr_pct and contingency_reserve_pct apply only in campaign_cost_musd[with_reserves]",mid
1.1,,currency_anchor_derived,4,,,anchor_musd_per_cu,0.421328,0.000000,0.421328,0.000000,musd_per_cu,"anchor_musd_per_cu[high] = core_5_component / C_campaign_CU_p50; core = development(50.0000) + manufacturing_bus_unit(6.0000) + kit_unit_scaled_9t*4kits(8.0000) + C_launch_core(7.5000) + operations_3yr(4.0000) = 75.500000 MUSD; C_campaign_CU_p50(catalog=SL-16 / Zenit-2 second stage;baseline N=4)=179.195140 CU; anchor=0.421328 MUSD/CU. C_launch_core[high]=7.5000 MUSD (low=rideshare card low, mid=rideshare upper/heavier buy, high=dedicated Electron -- launch_dedicated_anchor feeds this high bound, width preserved not narrowed, B3). ONLY these 5 CU-mapped components are in the anchor core (Sec.10 Method, B2): ground_segment_3yr, licensing_fcc_application, licensing_fcc_annual*3yr and ssa_tracking (PLACEHOLDER) are ADDITIVE, outside the core (see campaign_cost_musd additives/base_total rows); insurance_launch_plus_1yr_pct and contingency_reserve_pct apply only in campaign_cost_musd[with_reserves]",high
1.1,,campaign_cost_musd,4,,,core_5_component,11.250000,0.000000,11.250000,0.000000,MUSD,"campaign_cost_musd[core_5_component;low] = the 5 CU-mapped components (development+manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core+operations_3yr); identical numerator to currency_anchor_derived = 11.250000 MUSD",low
1.1,,campaign_cost_musd,4,,,additives,0.126645,0.000000,0.126645,0.000000,MUSD,"campaign_cost_musd[additives;low] = ground_segment_3yr + licensing_fcc_application + licensing_fcc_annual*3yr + ssa_tracking (PLACEHOLDER, 0); outside the CU model and outside the anchor core (Sec.10 Method) = 0.126645 MUSD",low
1.1,,campaign_cost_musd,4,,,base_total,11.376645,0.000000,11.376645,0.000000,MUSD,"campaign_cost_musd[base_total;low] = core_5_component(11.250000) + additives(0.126645) = 11.376645 MUSD",low
1.1,,campaign_cost_musd,4,,,with_reserves,13.764474,0.000000,13.764474,0.000000,MUSD,"campaign_cost_musd[with_reserves;low] = base_total(11.376645 MUSD) * (1+contingency_reserve_pct[low]/100=1.2000) + insurance_line(0.112500 MUSD); insurance_line = insurance_launch_plus_1yr_pct[low]/100=0.0500 * insured_value(manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core=2.250000 MUSD) = 0.112500 MUSD -- insurance scales with asset+launch value (N5), NOT multiplied over the multi-year opex in base_total",low
1.1,,campaign_cost_musd,4,,,core_5_component,27.700000,0.000000,27.700000,0.000000,MUSD,"campaign_cost_musd[core_5_component;mid] = the 5 CU-mapped components (development+manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core+operations_3yr); identical numerator to currency_anchor_derived = 27.700000 MUSD",mid
1.1,,campaign_cost_musd,4,,,additives,0.194145,0.000000,0.194145,0.000000,MUSD,"campaign_cost_musd[additives;mid] = ground_segment_3yr + licensing_fcc_application + licensing_fcc_annual*3yr + ssa_tracking (PLACEHOLDER, 0); outside the CU model and outside the anchor core (Sec.10 Method) = 0.194145 MUSD",mid
1.1,,campaign_cost_musd,4,,,base_total,27.894145,0.000000,27.894145,0.000000,MUSD,"campaign_cost_musd[base_total;mid] = core_5_component(27.700000) + additives(0.194145) = 27.894145 MUSD",mid
1.1,,campaign_cost_musd,4,,,with_reserves,35.323681,0.000000,35.323681,0.000000,MUSD,"campaign_cost_musd[with_reserves;mid] = base_total(27.894145 MUSD) * (1+contingency_reserve_pct[mid]/100=1.2500) + insurance_line(0.456000 MUSD); insurance_line = insurance_launch_plus_1yr_pct[mid]/100=0.0800 * insured_value(manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core=5.700000 MUSD) = 0.456000 MUSD -- insurance scales with asset+launch value (N5), NOT multiplied over the multi-year opex in base_total",mid
1.1,,campaign_cost_musd,4,,,core_5_component,75.500000,0.000000,75.500000,0.000000,MUSD,"campaign_cost_musd[core_5_component;high] = the 5 CU-mapped components (development+manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core+operations_3yr); identical numerator to currency_anchor_derived = 75.500000 MUSD",high
1.1,,campaign_cost_musd,4,,,additives,0.261645,0.000000,0.261645,0.000000,MUSD,"campaign_cost_musd[additives;high] = ground_segment_3yr + licensing_fcc_application + licensing_fcc_annual*3yr + ssa_tracking (PLACEHOLDER, 0); outside the CU model and outside the anchor core (Sec.10 Method) = 0.261645 MUSD",high
1.1,,campaign_cost_musd,4,,,base_total,75.761645,0.000000,75.761645,0.000000,MUSD,"campaign_cost_musd[base_total;high] = core_5_component(75.500000) + additives(0.261645) = 75.761645 MUSD",high
1.1,,campaign_cost_musd,4,,,with_reserves,101.070138,0.000000,101.070138,0.000000,MUSD,"campaign_cost_musd[with_reserves;high] = base_total(75.761645 MUSD) * (1+contingency_reserve_pct[high]/100=1.3000) + insurance_line(2.580000 MUSD); insurance_line = insurance_launch_plus_1yr_pct[high]/100=0.1200 * insured_value(manufacturing_bus_unit+kit_unit_scaled_9t*4kits+C_launch_core=21.500000 MUSD) = 2.580000 MUSD -- insurance scales with asset+launch value (N5), NOT multiplied over the multi-year opex in base_total",high
1.1,SL-16 / Zenit-2 second stage,cost_per_removal_musd,4,,,cost_per_removal,2.812500,2.812498,2.812500,3.749542,MUSD_per_removal,"cost_per_removal_musd[low] = cost_per_removal_CU(catalog=SL-16 / Zenit-2 second stage;baseline N=4; p05=44.7988 p50=44.7988 p95=59.7244) x anchor_musd_per_cu[low]=0.062781 MUSD/CU",low
1.1,SL-16 / Zenit-2 second stage,cost_per_removal_musd,4,,,cost_per_removal,6.925001,6.924995,6.925001,9.232205,MUSD_per_removal,"cost_per_removal_musd[mid] = cost_per_removal_CU(catalog=SL-16 / Zenit-2 second stage;baseline N=4; p05=44.7988 p50=44.7988 p95=59.7244) x anchor_musd_per_cu[mid]=0.154580 MUSD/CU",mid
1.1,SL-16 / Zenit-2 second stage,cost_per_removal_musd,4,,,cost_per_removal,18.875003,18.874988,18.875003,25.163591,MUSD_per_removal,"cost_per_removal_musd[high] = cost_per_removal_CU(catalog=SL-16 / Zenit-2 second stage;baseline N=4; p05=44.7988 p50=44.7988 p95=59.7244) x anchor_musd_per_cu[high]=0.421328 MUSD/CU",high
1.1,SL-16 / Zenit-2 second stage,tornado,,c_dev_cu,,cost_per_removal_swing,15.000000,0.000000,15.000000,0.000000,CU_per_removal,"low=37.2988;high=52.2988 (+/-30% one-at-a-time)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_dev_cu,,fom_swing,53.981127,0.000000,53.981127,0.000000,kg_per_CU,"low=188.20985;high=134.22872 (spatial FoM)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_bus_cu,,cost_per_removal_swing,4.543711,0.000000,4.543711,0.000000,CU_per_removal,"low=42.5269;high=47.0706 (+/-30% one-at-a-time)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_bus_cu,,fom_swing,15.934322,0.000000,15.934322,0.000000,kg_per_CU,"low=165.07185;high=149.13753 (spatial FoM)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_launch_cu_per_kg,,cost_per_removal_swing,3.722400,0.000000,3.722400,0.000000,CU_per_removal,"low=42.9376;high=46.6600 (+/-30% one-at-a-time)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_launch_cu_per_kg,,fom_swing,13.043009,0.000000,13.043009,0.000000,kg_per_CU,"low=163.49310;high=150.45009 (spatial FoM)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_kit_cu,,cost_per_removal_swing,2.400000,0.000000,2.400000,0.000000,CU_per_removal,"low=43.5988;high=45.9988 (+/-30% one-at-a-time)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_kit_cu,,fom_swing,8.400932,0.000000,8.400932,0.000000,kg_per_CU,"low=161.01364;high=152.61270 (spatial FoM)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_ops_cu_per_day,,cost_per_removal_swing,1.213164,0.000000,1.213164,0.000000,CU_per_removal,"low=44.1922;high=45.4054 (+/-30% one-at-a-time)",
1.1,SL-16 / Zenit-2 second stage,tornado,,c_ops_cu_per_day,,fom_swing,4.244275,0.000000,4.244275,0.000000,kg_per_CU,"low=158.85153;high=154.60725 (spatial FoM)",
1.1,,currency_anchor,,,,cu_to_musd_range,0.000000,0.000000,0.000000,0.000000,musd_per_cu,"SUPERSEDED sentinel (CostConfig::cu_to_musd_low/high stay 0.0 for schema continuity); the anchor is now DERIVED AT RUNTIME from the WP14 itemized cost table (see currency_anchor_derived rows) -- no point-value dollar figure is claimed",
